index,Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
35289,Gonorrhea,280.0,Montana,2011.0,Female,20-24 years,20-24,21.0,33211.0,63.23
35290,Gonorrhea,280.0,Montana,2011.0,Female,25-29 years,25-29,10.0,31064.0,32.19
35291,Gonorrhea,280.0,Montana,2011.0,Female,30-34 years,30-34,3.0,29575.0,10.14
35292,Gonorrhea,280.0,Montana,2011.0,Female,35-39 years,35-39,1.0,26473.0,3.78
35293,Gonorrhea,280.0,Montana,2011.0,Female,40+ years,40+,4.0,255033.0,1.57
35294,Gonorrhea,280.0,Montana,2012.0,Female,15-19 years,15-19,15.0,31003.0,48.38
35295,Gonorrhea,280.0,Montana,2012.0,Female,20-24 years,20-24,23.0,33973.0,67.7
35296,Gonorrhea,280.0,Montana,2012.0,Female,25-29 years,25-29,12.0,30956.0,38.76
35297,Gonorrhea,280.0,Montana,2012.0,Female,30-34 years,30-34,4.0,30376.0,13.17
35298,Gonorrhea,280.0,Montana,2012.0,Female,35-39 years,35-39,3.0,26939.0,11.14
35299,Gonorrhea,280.0,Montana,2012.0,Female,40+ years,40+,1.0,256964.0,0.39
35300,Gonorrhea,280.0,Montana,2013.0,Female,0-14 years,0-14,2.0,91111.0,2.2
35301,Gonorrhea,280.0,Montana,2013.0,Female,15-19 years,15-19,23.0,30653.0,75.03
35302,Gonorrhea,280.0,Montana,2013.0,Female,20-24 years,20-24,51.0,35109.0,145.26
35303,Gonorrhea,280.0,Montana,2013.0,Female,25-29 years,25-29,28.0,30748.0,91.06
35304,Gonorrhea,280.0,Montana,2013.0,Female,30-34 years,30-34,12.0,31242.0,38.41
35305,Gonorrhea,280.0,Montana,2013.0,Female,35-39 years,35-39,7.0,27818.0,25.16
35306,Gonorrhea,280.0,Montana,2013.0,Female,40+ years,40+,4.0,258686.0,1.55
35307,Gonorrhea,280.0,Montana,2014.0,Female,0-14 years,0-14,3.0,91111.0,3.29
35308,Gonorrhea,280.0,Montana,2014.0,Female,15-19 years,15-19,43.0,30653.0,140.28
35309,Gonorrhea,280.0,Montana,2014.0,Female,20-24 years,20-24,67.0,35109.0,190.83
35310,Gonorrhea,280.0,Montana,2014.0,Female,25-29 years,25-29,42.0,30748.0,136.59
35311,Gonorrhea,280.0,Montana,2014.0,Female,30-34 years,30-34,37.0,31242.0,118.43
35312,Gonorrhea,280.0,Montana,2014.0,Female,35-39 years,35-39,19.0,27818.0,68.3
35313,Gonorrhea,280.0,Montana,2014.0,Female,40+ years,40+,10.0,258686.0,3.87
35314,Gonorrhea,280.0,Nebraska,1996.0,Female,0-14 years,0-14,13.0,179796.0,7.23
35315,Gonorrhea,280.0,Nebraska,1996.0,Female,15-19 years,15-19,268.0,62502.0,428.79
35316,Gonorrhea,280.0,Nebraska,1996.0,Female,20-24 years,20-24,196.0,55835.0,351.03
35317,Gonorrhea,280.0,Nebraska,1996.0,Female,25-29 years,25-29,65.0,54422.0,119.44
35318,Gonorrhea,280.0,Nebraska,1996.0,Female,30-34 years,30-34,36.0,61493.0,58.54
35319,Gonorrhea,280.0,Nebraska,1996.0,Female,35-39 years,35-39,18.0,68414.0,26.31
35320,Gonorrhea,280.0,Nebraska,1996.0,Female,40+ years,40+,13.0,369907.0,3.51
35321,Gonorrhea,280.0,Nebraska,1997.0,Female,0-14 years,0-14,20.0,180324.0,11.09
35322,Gonorrhea,280.0,Nebraska,1997.0,Female,15-19 years,15-19,265.0,64152.0,413.08
35323,Gonorrhea,280.0,Nebraska,1997.0,Female,20-24 years,20-24,204.0,56232.0,362.78
35324,Gonorrhea,280.0,Nebraska,1997.0,Female,25-29 years,25-29,74.0,54751.0,135.16
35325,Gonorrhea,280.0,Nebraska,1997.0,Female,30-34 years,30-34,51.0,58945.0,86.52
35326,Gonorrhea,280.0,Nebraska,1997.0,Female,35-39 years,35-39,32.0,68121.0,46.98
35327,Gonorrhea,280.0,Nebraska,1997.0,Female,40+ years,40+,12.0,375413.0,3.2
35328,Gonorrhea,280.0,Nebraska,1997.0,Female,Unknown,99,12.0,,
35329,Gonorrhea,280.0,Nebraska,1998.0,Female,0-14 years,0-14,17.0,180620.0,9.41
35330,Gonorrhea,280.0,Nebraska,1998.0,Female,15-19 years,15-19,316.0,65416.0,483.06
35331,Gonorrhea,280.0,Nebraska,1998.0,Female,20-24 years,20-24,197.0,56959.0,345.86
35332,Gonorrhea,280.0,Nebraska,1998.0,Female,25-29 years,25-29,83.0,54870.0,151.27
35333,Gonorrhea,280.0,Nebraska,1998.0,Female,30-34 years,30-34,35.0,56451.0,62.0
35334,Gonorrhea,280.0,Nebraska,1998.0,Female,35-39 years,35-39,19.0,67343.0,28.21
35335,Gonorrhea,280.0,Nebraska,1998.0,Female,40+ years,40+,11.0,380329.0,2.89
35336,Gonorrhea,280.0,Nebraska,1998.0,Female,Unknown,99,5.0,,
35337,Gonorrhea,280.0,Nebraska,1999.0,Female,0-14 years,0-14,25.0,180880.0,13.82
35338,Gonorrhea,280.0,Nebraska,1999.0,Female,15-19 years,15-19,316.0,65795.0,480.28
35339,Gonorrhea,280.0,Nebraska,1999.0,Female,20-24 years,20-24,271.0,58005.0,467.2
35340,Gonorrhea,280.0,Nebraska,1999.0,Female,25-29 years,25-29,100.0,54719.0,182.75
35341,Gonorrhea,280.0,Nebraska,1999.0,Female,30-34 years,30-34,45.0,54772.0,82.16
35342,Gonorrhea,280.0,Nebraska,1999.0,Female,35-39 years,35-39,25.0,66174.0,37.78
35343,Gonorrhea,280.0,Nebraska,1999.0,Female,40+ years,40+,14.0,385186.0,3.63
35344,Gonorrhea,280.0,Nebraska,1999.0,Female,Unknown,99,18.0,,
35345,Gonorrhea,280.0,Nebraska,2000.0,Female,0-14 years,0-14,18.0,177888.0,10.12
35346,Gonorrhea,280.0,Nebraska,2000.0,Female,15-19 years,15-19,335.0,65381.0,512.38
35347,Gonorrhea,280.0,Nebraska,2000.0,Female,20-24 years,20-24,266.0,59926.0,443.88
35348,Gonorrhea,280.0,Nebraska,2000.0,Female,25-29 years,25-29,96.0,54743.0,175.37
35349,Gonorrhea,280.0,Nebraska,2000.0,Female,30-34 years,30-34,36.0,54933.0,65.53
35350,Gonorrhea,280.0,Nebraska,2000.0,Female,35-39 years,35-39,27.0,64369.0,41.95
35351,Gonorrhea,280.0,Nebraska,2000.0,Female,40+ years,40+,13.0,391614.0,3.32
35352,Gonorrhea,280.0,Nebraska,2000.0,Female,Unknown,99,58.0,,
35353,Gonorrhea,280.0,Nebraska,2001.0,Female,0-14 years,0-14,27.0,177463.0,15.21
35354,Gonorrhea,280.0,Nebraska,2001.0,Female,15-19 years,15-19,251.0,65092.0,385.61
35355,Gonorrhea,280.0,Nebraska,2001.0,Female,20-24 years,20-24,212.0,61738.0,343.39
35356,Gonorrhea,280.0,Nebraska,2001.0,Female,25-29 years,25-29,70.0,54287.0,128.94
35357,Gonorrhea,280.0,Nebraska,2001.0,Female,30-34 years,30-34,27.0,54971.0,49.12
35358,Gonorrhea,280.0,Nebraska,2001.0,Female,35-39 years,35-39,15.0,61672.0,24.32
35359,Gonorrhea,280.0,Nebraska,2001.0,Female,40+ years,40+,15.0,396395.0,3.78
35360,Gonorrhea,280.0,Nebraska,2001.0,Female,Unknown,99,54.0,,
35361,Gonorrhea,280.0,Nebraska,2002.0,Female,0-14 years,0-14,14.0,176398.0,7.94
35362,Gonorrhea,280.0,Nebraska,2002.0,Female,15-19 years,15-19,371.0,64619.0,574.13
35363,Gonorrhea,280.0,Nebraska,2002.0,Female,20-24 years,20-24,298.0,63802.0,467.07
35364,Gonorrhea,280.0,Nebraska,2002.0,Female,25-29 years,25-29,91.0,54673.0,166.44
35365,Gonorrhea,280.0,Nebraska,2002.0,Female,30-34 years,30-34,39.0,55551.0,70.21
35366,Gonorrhea,280.0,Nebraska,2002.0,Female,35-39 years,35-39,25.0,59185.0,42.24
35367,Gonorrhea,280.0,Nebraska,2002.0,Female,40+ years,40+,13.0,401457.0,3.24
35368,Gonorrhea,280.0,Nebraska,2002.0,Female,Unknown,99,58.0,,
35369,Gonorrhea,280.0,Nebraska,2003.0,Female,0-14 years,0-14,31.0,177612.0,17.45
35370,Gonorrhea,280.0,Nebraska,2003.0,Female,15-19 years,15-19,329.0,64074.0,513.47
35371,Gonorrhea,280.0,Nebraska,2003.0,Female,20-24 years,20-24,323.0,65331.0,494.4
35372,Gonorrhea,280.0,Nebraska,2003.0,Female,25-29 years,25-29,125.0,55848.0,223.82
35373,Gonorrhea,280.0,Nebraska,2003.0,Female,30-34 years,30-34,54.0,54593.0,98.91
35374,Gonorrhea,280.0,Nebraska,2003.0,Female,35-39 years,35-39,32.0,56509.0,56.63
35375,Gonorrhea,280.0,Nebraska,2003.0,Female,40+ years,40+,23.0,406040.0,5.66
35376,Gonorrhea,280.0,Nebraska,2003.0,Female,Unknown,99,7.0,,
35377,Gonorrhea,280.0,Nebraska,2004.0,Female,0-14 years,0-14,12.0,175389.0,6.84
35378,Gonorrhea,280.0,Nebraska,2004.0,Female,15-19 years,15-19,227.0,63119.0,359.64
35379,Gonorrhea,280.0,Nebraska,2004.0,Female,20-24 years,20-24,237.0,66627.0,355.71
35380,Gonorrhea,280.0,Nebraska,2004.0,Female,25-29 years,25-29,91.0,57550.0,158.12
35381,Gonorrhea,280.0,Nebraska,2004.0,Female,30-34 years,30-34,33.0,54358.0,60.71
35382,Gonorrhea,280.0,Nebraska,2004.0,Female,35-39 years,35-39,19.0,55219.0,34.41
35383,Gonorrhea,280.0,Nebraska,2004.0,Female,40+ years,40+,21.0,411324.0,5.11
35384,Gonorrhea,280.0,Nebraska,2004.0,Female,Unknown,99,16.0,,
35385,Gonorrhea,280.0,Nebraska,2005.0,Female,0-14 years,0-14,16.0,173837.0,9.2
35386,Gonorrhea,280.0,Nebraska,2005.0,Female,15-19 years,15-19,226.0,62709.0,360.39
35387,Gonorrhea,280.0,Nebraska,2005.0,Female,20-24 years,20-24,263.0,66751.0,394.0
35388,Gonorrhea,280.0,Nebraska,2005.0,Female,25-29 years,25-29,101.0,59643.0,169.34
35389,Gonorrhea,280.0,Nebraska,2005.0,Female,30-34 years,30-34,36.0,54287.0,66.31
35390,Gonorrhea,280.0,Nebraska,2005.0,Female,35-39 years,35-39,20.0,54737.0,36.54
35391,Gonorrhea,280.0,Nebraska,2005.0,Female,40+ years,40+,15.0,417069.0,3.6
35392,Gonorrhea,280.0,Nebraska,2005.0,Female,Unknown,99,11.0,,
35393,Gonorrhea,280.0,Nebraska,2006.0,Female,0-14 years,0-14,20.0,179492.0,11.14
35394,Gonorrhea,280.0,Nebraska,2006.0,Female,15-19 years,15-19,305.0,63255.0,482.18
35395,Gonorrhea,280.0,Nebraska,2006.0,Female,20-24 years,20-24,315.0,66467.0,473.92
35396,Gonorrhea,280.0,Nebraska,2006.0,Female,25-29 years,25-29,141.0,56584.0,249.19
35397,Gonorrhea,280.0,Nebraska,2006.0,Female,30-34 years,30-34,45.0,53522.0,84.08
35398,Gonorrhea,280.0,Nebraska,2006.0,Female,35-39 years,35-39,18.0,55125.0,32.65
35399,Gonorrhea,280.0,Nebraska,2006.0,Female,40+ years,40+,19.0,417132.0,4.55
35400,Gonorrhea,280.0,Nebraska,2006.0,Female,Unknown,99,2.0,,
35401,Gonorrhea,280.0,Nebraska,2007.0,Female,0-14 years,0-14,14.0,180290.0,7.77
35402,Gonorrhea,280.0,Nebraska,2007.0,Female,15-19 years,15-19,300.0,63223.0,474.51
35403,Gonorrhea,280.0,Nebraska,2007.0,Female,20-24 years,20-24,340.0,65621.0,518.13
35404,Gonorrhea,280.0,Nebraska,2007.0,Female,25-29 years,25-29,122.0,58490.0,208.58
35405,Gonorrhea,280.0,Nebraska,2007.0,Female,30-34 years,30-34,44.0,52483.0,83.84
35406,Gonorrhea,280.0,Nebraska,2007.0,Female,35-39 years,35-39,10.0,55021.0,18.17
35407,Gonorrhea,280.0,Nebraska,2007.0,Female,40+ years,40+,17.0,420052.0,4.05
35408,Gonorrhea,280.0,Nebraska,2008.0,Female,0-14 years,0-14,10.0,181619.0,5.51
35409,Gonorrhea,280.0,Nebraska,2008.0,Female,15-19 years,15-19,352.0,62618.0,562.14
35410,Gonorrhea,280.0,Nebraska,2008.0,Female,20-24 years,20-24,317.0,65298.0,485.47
35411,Gonorrhea,280.0,Nebraska,2008.0,Female,25-29 years,25-29,129.0,59951.0,215.18
35412,Gonorrhea,280.0,Nebraska,2008.0,Female,30-34 years,30-34,52.0,52440.0,99.16
35413,Gonorrhea,280.0,Nebraska,2008.0,Female,35-39 years,35-39,16.0,54658.0,29.27
35414,Gonorrhea,280.0,Nebraska,2008.0,Female,40+ years,40+,15.0,422568.0,3.55
35415,Gonorrhea,280.0,Nebraska,2009.0,Female,0-14 years,0-14,10.0,184075.0,5.43
35416,Gonorrhea,280.0,Nebraska,2009.0,Female,15-19 years,15-19,252.0,63873.0,394.53
35417,Gonorrhea,280.0,Nebraska,2009.0,Female,20-24 years,20-24,304.0,68771.0,442.05
35418,Gonorrhea,280.0,Nebraska,2009.0,Female,25-29 years,25-29,151.0,60985.0,247.6
35419,Gonorrhea,280.0,Nebraska,2009.0,Female,30-34 years,30-34,68.0,51702.0,131.52
35420,Gonorrhea,280.0,Nebraska,2009.0,Female,35-39 years,35-39,19.0,53164.0,35.74
35421,Gonorrhea,280.0,Nebraska,2009.0,Female,40+ years,40+,16.0,422397.0,3.79
35422,Gonorrhea,280.0,Nebraska,2009.0,Female,Unknown,99,1.0,,
35423,Gonorrhea,280.0,Nebraska,2010.0,Female,0-14 years,0-14,7.0,187338.0,3.74
35424,Gonorrhea,280.0,Nebraska,2010.0,Female,15-19 years,15-19,189.0,62897.0,300.49
35425,Gonorrhea,280.0,Nebraska,2010.0,Female,20-24 years,20-24,270.0,63044.0,428.27
35426,Gonorrhea,280.0,Nebraska,2010.0,Female,25-29 years,25-29,131.0,63185.0,207.33
35427,Gonorrhea,280.0,Nebraska,2010.0,Female,30-34 years,30-34,48.0,57015.0,84.19
35428,Gonorrhea,280.0,Nebraska,2010.0,Female,35-39 years,35-39,22.0,54318.0,40.5
35429,Gonorrhea,280.0,Nebraska,2010.0,Female,40+ years,40+,8.0,432248.0,1.85
35430,Gonorrhea,280.0,Nebraska,2011.0,Female,0-14 years,0-14,13.0,188246.0,6.91
35431,Gonorrhea,280.0,Nebraska,2011.0,Female,15-19 years,15-19,276.0,63539.0,434.38
35432,Gonorrhea,280.0,Nebraska,2011.0,Female,20-24 years,20-24,323.0,63186.0,511.19
35433,Gonorrhea,280.0,Nebraska,2011.0,Female,25-29 years,25-29,127.0,62836.0,202.11
35434,Gonorrhea,280.0,Nebraska,2011.0,Female,30-34 years,30-34,37.0,59340.0,62.35
35435,Gonorrhea,280.0,Nebraska,2011.0,Female,35-39 years,35-39,33.0,53645.0,61.52
35436,Gonorrhea,280.0,Nebraska,2011.0,Female,40+ years,40+,14.0,436600.0,3.21
35437,Gonorrhea,280.0,Nebraska,2012.0,Female,0-14 years,0-14,7.0,190272.0,3.68
35438,Gonorrhea,280.0,Nebraska,2012.0,Female,15-19 years,15-19,246.0,62418.0,394.12
35439,Gonorrhea,280.0,Nebraska,2012.0,Female,20-24 years,20-24,270.0,64179.0,420.7
35440,Gonorrhea,280.0,Nebraska,2012.0,Female,25-29 years,25-29,143.0,62218.0,229.84
35441,Gonorrhea,280.0,Nebraska,2012.0,Female,30-34 years,30-34,73.0,61115.0,119.45
35442,Gonorrhea,280.0,Nebraska,2012.0,Female,35-39 years,35-39,19.0,53630.0,35.43
35443,Gonorrhea,280.0,Nebraska,2012.0,Female,40+ years,40+,25.0,439391.0,5.69
35444,Gonorrhea,280.0,Nebraska,2012.0,Female,Unknown,99,1.0,,
35445,Gonorrhea,280.0,Nebraska,2013.0,Female,0-14 years,0-14,8.0,190607.0,4.2
35446,Gonorrhea,280.0,Nebraska,2013.0,Female,15-19 years,15-19,183.0,62364.0,293.44
35447,Gonorrhea,280.0,Nebraska,2013.0,Female,20-24 years,20-24,261.0,65657.0,397.52
35448,Gonorrhea,280.0,Nebraska,2013.0,Female,25-29 years,25-29,122.0,60902.0,200.32
35449,Gonorrhea,280.0,Nebraska,2013.0,Female,30-34 years,30-34,61.0,62843.0,97.07
35450,Gonorrhea,280.0,Nebraska,2013.0,Female,35-39 years,35-39,21.0,54856.0,38.28
35451,Gonorrhea,280.0,Nebraska,2013.0,Female,40+ years,40+,36.0,441461.0,8.15
35452,Gonorrhea,280.0,Nebraska,2013.0,Female,Unknown,99,2.0,,
35453,Gonorrhea,280.0,Nebraska,2014.0,Female,0-14 years,0-14,9.0,190607.0,4.72
35454,Gonorrhea,280.0,Nebraska,2014.0,Female,15-19 years,15-19,166.0,62364.0,266.18
35455,Gonorrhea,280.0,Nebraska,2014.0,Female,20-24 years,20-24,301.0,65657.0,458.44
35456,Gonorrhea,280.0,Nebraska,2014.0,Female,25-29 years,25-29,145.0,60902.0,238.09
35457,Gonorrhea,280.0,Nebraska,2014.0,Female,30-34 years,30-34,79.0,62843.0,125.71
35458,Gonorrhea,280.0,Nebraska,2014.0,Female,35-39 years,35-39,32.0,54856.0,58.33
35459,Gonorrhea,280.0,Nebraska,2014.0,Female,40+ years,40+,38.0,441461.0,8.61
35460,Gonorrhea,280.0,Nevada,1996.0,Female,0-14 years,0-14,14.0,173694.0,8.06
35461,Gonorrhea,280.0,Nevada,1996.0,Female,15-19 years,15-19,146.0,48966.0,298.17
35462,Gonorrhea,280.0,Nevada,1996.0,Female,20-24 years,20-24,112.0,48692.0,230.02
35463,Gonorrhea,280.0,Nevada,1996.0,Female,25-29 years,25-29,44.0,62048.0,70.91
35464,Gonorrhea,280.0,Nevada,1996.0,Female,30-34 years,30-34,22.0,74993.0,29.34
35465,Gonorrhea,280.0,Nevada,1996.0,Female,35-39 years,35-39,17.0,69476.0,24.47
35466,Gonorrhea,280.0,Nevada,1996.0,Female,40+ years,40+,18.0,341003.0,5.28
35467,Gonorrhea,280.0,Nevada,1997.0,Female,0-14 years,0-14,15.0,183177.0,8.19
35468,Gonorrhea,280.0,Nevada,1997.0,Female,15-19 years,15-19,118.0,52831.0,223.35
35469,Gonorrhea,280.0,Nevada,1997.0,Female,20-24 years,20-24,68.0,52103.0,130.51
35470,Gonorrhea,280.0,Nevada,1997.0,Female,25-29 years,25-29,52.0,64459.0,80.67
35471,Gonorrhea,280.0,Nevada,1997.0,Female,30-34 years,30-34,31.0,76535.0,40.5
35472,Gonorrhea,280.0,Nevada,1997.0,Female,35-39 years,35-39,13.0,73233.0,17.75
35473,Gonorrhea,280.0,Nevada,1997.0,Female,40+ years,40+,16.0,364465.0,4.39
35474,Gonorrhea,280.0,Nevada,1997.0,Female,Unknown,99,4.0,,
35475,Gonorrhea,280.0,Nevada,1998.0,Female,0-14 years,0-14,32.0,193756.0,16.52
35476,Gonorrhea,280.0,Nevada,1998.0,Female,15-19 years,15-19,233.0,56383.0,413.25
35477,Gonorrhea,280.0,Nevada,1998.0,Female,20-24 years,20-24,152.0,55088.0,275.92
35478,Gonorrhea,280.0,Nevada,1998.0,Female,25-29 years,25-29,80.0,66919.0,119.55
35479,Gonorrhea,280.0,Nevada,1998.0,Female,30-34 years,30-34,46.0,76250.0,60.33
35480,Gonorrhea,280.0,Nevada,1998.0,Female,35-39 years,35-39,25.0,75924.0,32.93
35481,Gonorrhea,280.0,Nevada,1998.0,Female,40+ years,40+,22.0,385873.0,5.7
35482,Gonorrhea,280.0,Nevada,1998.0,Female,Unknown,99,1.0,,
35483,Gonorrhea,280.0,Nevada,1999.0,Female,0-14 years,0-14,20.0,203934.0,9.81
35484,Gonorrhea,280.0,Nevada,1999.0,Female,15-19 years,15-19,208.0,59135.0,351.74
35485,Gonorrhea,280.0,Nevada,1999.0,Female,20-24 years,20-24,110.0,58798.0,187.08
35486,Gonorrhea,280.0,Nevada,1999.0,Female,25-29 years,25-29,70.0,69222.0,101.12
35487,Gonorrhea,280.0,Nevada,1999.0,Female,30-34 years,30-34,24.0,75409.0,31.83
35488,Gonorrhea,280.0,Nevada,1999.0,Female,35-39 years,35-39,24.0,77956.0,30.79
35489,Gonorrhea,280.0,Nevada,1999.0,Female,40+ years,40+,23.0,404968.0,5.68
35490,Gonorrhea,280.0,Nevada,1999.0,Female,Unknown,99,1.0,,
35491,Gonorrhea,280.0,Nevada,2000.0,Female,0-14 years,0-14,21.0,224953.0,9.34
35492,Gonorrhea,280.0,Nevada,2000.0,Female,15-19 years,15-19,248.0,62828.0,394.73
35493,Gonorrhea,280.0,Nevada,2000.0,Female,20-24 years,20-24,174.0,61084.0,284.85
35494,Gonorrhea,280.0,Nevada,2000.0,Female,25-29 years,25-29,73.0,70255.0,103.91
35495,Gonorrhea,280.0,Nevada,2000.0,Female,30-34 years,30-34,41.0,74440.0,55.08
35496,Gonorrhea,280.0,Nevada,2000.0,Female,35-39 years,35-39,34.0,77555.0,43.84
35497,Gonorrhea,280.0,Nevada,2000.0,Female,40+ years,40+,24.0,419056.0,5.73
35498,Gonorrhea,280.0,Nevada,2000.0,Female,Unknown,99,3.0,,
35499,Gonorrhea,280.0,Nevada,2001.0,Female,0-14 years,0-14,31.0,227917.0,13.6
35500,Gonorrhea,280.0,Nevada,2001.0,Female,15-19 years,15-19,286.0,65248.0,438.33
35501,Gonorrhea,280.0,Nevada,2001.0,Female,20-24 years,20-24,216.0,63116.0,342.23
35502,Gonorrhea,280.0,Nevada,2001.0,Female,25-29 years,25-29,106.0,72222.0,146.77
35503,Gonorrhea,280.0,Nevada,2001.0,Female,30-34 years,30-34,55.0,79598.0,69.1
35504,Gonorrhea,280.0,Nevada,2001.0,Female,35-39 years,35-39,21.0,79476.0,26.42
35505,Gonorrhea,280.0,Nevada,2001.0,Female,40+ years,40+,33.0,441557.0,7.47
35506,Gonorrhea,280.0,Nevada,2001.0,Female,Unknown,99,13.0,,
35507,Gonorrhea,280.0,Nevada,2002.0,Female,0-14 years,0-14,33.0,236275.0,13.97
35508,Gonorrhea,280.0,Nevada,2002.0,Female,15-19 years,15-19,344.0,67974.0,506.08
35509,Gonorrhea,280.0,Nevada,2002.0,Female,20-24 years,20-24,236.0,64103.0,368.16
35510,Gonorrhea,280.0,Nevada,2002.0,Female,25-29 years,25-29,137.0,73369.0,186.73
35511,Gonorrhea,280.0,Nevada,2002.0,Female,30-34 years,30-34,103.0,83142.0,123.88
35512,Gonorrhea,280.0,Nevada,2002.0,Female,35-39 years,35-39,55.0,80268.0,68.52
35513,Gonorrhea,280.0,Nevada,2002.0,Female,40+ years,40+,44.0,461278.0,9.54
35514,Gonorrhea,280.0,Nevada,2002.0,Female,Unknown,99,13.0,,
35515,Gonorrhea,280.0,Nevada,2003.0,Female,0-14 years,0-14,25.0,239620.0,10.43
35516,Gonorrhea,280.0,Nevada,2003.0,Female,15-19 years,15-19,328.0,70262.0,466.82
35517,Gonorrhea,280.0,Nevada,2003.0,Female,20-24 years,20-24,326.0,68324.0,477.14
35518,Gonorrhea,280.0,Nevada,2003.0,Female,25-29 years,25-29,166.0,77489.0,214.22
35519,Gonorrhea,280.0,Nevada,2003.0,Female,30-34 years,30-34,110.0,86764.0,126.78
35520,Gonorrhea,280.0,Nevada,2003.0,Female,35-39 years,35-39,43.0,81845.0,52.54
35521,Gonorrhea,280.0,Nevada,2003.0,Female,40+ years,40+,57.0,474949.0,12.0
35522,Gonorrhea,280.0,Nevada,2003.0,Female,Unknown,99,7.0,,
35523,Gonorrhea,280.0,Nevada,2004.0,Female,0-14 years,0-14,33.0,247945.0,13.31
35524,Gonorrhea,280.0,Nevada,2004.0,Female,15-19 years,15-19,431.0,74312.0,579.99
35525,Gonorrhea,280.0,Nevada,2004.0,Female,20-24 years,20-24,423.0,72119.0,586.53
35526,Gonorrhea,280.0,Nevada,2004.0,Female,25-29 years,25-29,238.0,80427.0,295.92
35527,Gonorrhea,280.0,Nevada,2004.0,Female,30-34 years,30-34,132.0,89262.0,147.88
35528,Gonorrhea,280.0,Nevada,2004.0,Female,35-39 years,35-39,72.0,83741.0,85.98
35529,Gonorrhea,280.0,Nevada,2004.0,Female,40+ years,40+,82.0,498162.0,16.46
35530,Gonorrhea,280.0,Nevada,2004.0,Female,Unknown,99,6.0,,
35531,Gonorrhea,280.0,Nevada,2005.0,Female,0-14 years,0-14,33.0,253597.0,13.01
35532,Gonorrhea,280.0,Nevada,2005.0,Female,15-19 years,15-19,402.0,78196.0,514.09
35533,Gonorrhea,280.0,Nevada,2005.0,Female,20-24 years,20-24,418.0,75773.0,551.65
35534,Gonorrhea,280.0,Nevada,2005.0,Female,25-29 years,25-29,215.0,82817.0,259.61
35535,Gonorrhea,280.0,Nevada,2005.0,Female,30-34 years,30-34,138.0,90174.0,153.04
35536,Gonorrhea,280.0,Nevada,2005.0,Female,35-39 years,35-39,62.0,86636.0,71.56
35537,Gonorrhea,280.0,Nevada,2005.0,Female,40+ years,40+,71.0,518238.0,13.7
35538,Gonorrhea,280.0,Nevada,2005.0,Female,Unknown,99,4.0,,
35539,Gonorrhea,280.0,Nevada,2006.0,Female,0-14 years,0-14,28.0,258684.0,10.82
35540,Gonorrhea,280.0,Nevada,2006.0,Female,15-19 years,15-19,418.0,76775.0,544.45
35541,Gonorrhea,280.0,Nevada,2006.0,Female,20-24 years,20-24,365.0,75778.0,481.67
35542,Gonorrhea,280.0,Nevada,2006.0,Female,25-29 years,25-29,195.0,94562.0,206.21
35543,Gonorrhea,280.0,Nevada,2006.0,Female,30-34 years,30-34,99.0,87109.0,113.65
35544,Gonorrhea,280.0,Nevada,2006.0,Female,35-39 years,35-39,66.0,89905.0,73.41
35545,Gonorrhea,280.0,Nevada,2006.0,Female,40+ years,40+,80.0,543822.0,14.71
35546,Gonorrhea,280.0,Nevada,2006.0,Female,Unknown,99,6.0,,
35547,Gonorrhea,280.0,Nevada,2007.0,Female,0-14 years,0-14,38.0,268506.0,14.15
35548,Gonorrhea,280.0,Nevada,2007.0,Female,15-19 years,15-19,405.0,78729.0,514.42
35549,Gonorrhea,280.0,Nevada,2007.0,Female,20-24 years,20-24,319.0,73567.0,433.62
35550,Gonorrhea,280.0,Nevada,2007.0,Female,25-29 years,25-29,148.0,95613.0,154.79
35551,Gonorrhea,280.0,Nevada,2007.0,Female,30-34 years,30-34,67.0,87793.0,76.32
35552,Gonorrhea,280.0,Nevada,2007.0,Female,35-39 years,35-39,45.0,92174.0,48.82
35553,Gonorrhea,280.0,Nevada,2007.0,Female,40+ years,40+,39.0,562251.0,6.94
35554,Gonorrhea,280.0,Nevada,2007.0,Female,Unknown,99,5.0,,
35555,Gonorrhea,280.0,Nevada,2008.0,Female,0-14 years,0-14,17.0,272666.0,6.23
35556,Gonorrhea,280.0,Nevada,2008.0,Female,15-19 years,15-19,372.0,79683.0,466.85
35557,Gonorrhea,280.0,Nevada,2008.0,Female,20-24 years,20-24,324.0,73753.0,439.3
35558,Gonorrhea,280.0,Nevada,2008.0,Female,25-29 years,25-29,140.0,95133.0,147.16
35559,Gonorrhea,280.0,Nevada,2008.0,Female,30-34 years,30-34,60.0,89371.0,67.14
35560,Gonorrhea,280.0,Nevada,2008.0,Female,35-39 years,35-39,43.0,92431.0,46.52
35561,Gonorrhea,280.0,Nevada,2008.0,Female,40+ years,40+,52.0,572540.0,9.08
35562,Gonorrhea,280.0,Nevada,2008.0,Female,Unknown,99,4.0,,
35563,Gonorrhea,280.0,Nevada,2009.0,Female,0-14 years,0-14,20.0,278923.0,7.17
35564,Gonorrhea,280.0,Nevada,2009.0,Female,15-19 years,15-19,306.0,81858.0,373.82
35565,Gonorrhea,280.0,Nevada,2009.0,Female,20-24 years,20-24,250.0,79736.0,313.54
